country_code;return_case_id;quantity;product_id;city;postal_code;total_refund;currency;exchange_rate;creation_date;...11;weight;emission;price;distance
AT;00961922-RC1;1;810345E00181107038;Wien;1180;177250.0;EUR;1.0;2024-05-26T17:58:56.222Z;;2,00;1,05;0,16;764,12
AT;01253779-RC1;1;9410399999991000M;Wien;1180;154500.0;EUR;1.0;2025-02-02T22:22:53.163Z;;2,00;1,05;0,16;764,12
AT;01126121-RC1;1;810448AP0350200736H;Stainz;8510;77500.0;EUR;1.0;2024-09-27T12:36:43.053Z;;2,00;0,82;0,16;596,71
AT;01253779-RC1;1;9410079999992000M;Wien;1180;154500.0;EUR;1.0;2025-02-02T22:22:53.163Z;;2,00;1,05;0,16;764,12
AT;01043235-RC1;1;9409389999991003L;Pitten;2823;72600.0;EUR;1.0;2024-07-16T15:39:19.756Z;;2,00;0,98;0,16;708,70
AT;01282464-RC1;1;K04449PK097692252;Salzburg;5020;73500.0;EUR;1.0;2025-02-23T10:59:15.708Z;;2,00;0,91;0,16;656,58
AT;01282464-RC1;1;K04315PK092430503;Salzburg;5020;73500.0;EUR;1.0;2025-02-23T10:59:15.708Z;;2,00;0,91;0,16;656,58
AT;01204412-RC1;1;234387WP04557745U;Graz;8020;0.0;EUR;1.0;2025-01-08T13:20:54.850357Z;;2,00;0,86;0,16;620,01
AT;01275850-RC1;1;9413029999991235M;Unterwaltersdorf;2442;10000.0;EUR;1.0;2025-02-14T08:18:00.306Z;;2,00;1,02;0,16;742,49
AT;01043235-RC1;1;940940999999P404L;Pitten;2823;72600.0;EUR;1.0;2024-07-16T15:39:19.756Z;;2,00;0,98;0,16;708,70
AT;00802725-RC1;1;930077PS00105776S;Feldkirch;6800;137550.0;EUR;1.0;2024-01-13T12:43:41.532Z;;2,00;1,08;0,16;780,13
AT;01260601-RC1;1;513860WP05075742U;Sch√∂rfling am Attersee;4861;89500.0;EUR;1.0;2025-02-01T09:02:44.078Z;;2,00;0,00;0,16;
AT;01043235-RC1;1;9409449999997300XL;Pitten;2823;72600.0;EUR;1.0;2024-07-16T15:39:19.756Z;;2,00;0,98;0,16;708,70
AT;00819781-RC1;1;6K04223S24151202S;Wien;1190;140400.0;EUR;1.0;2024-01-23T21:52:49.592Z;;2,00;1,05;0,16;764,12
AT;01120844-RC1;1;9410249999993000M;Wien;1230;25000.0;EUR;1.0;2024-09-17T10:39:17.312Z;;2,00;1,05;0,16;764,12
AT;01235438-RC1;1;9409359999999000M;Wien;1100;19600.0;EUR;1.0;2025-01-13T15:21:02.630Z;;2,00;1,05;0,16;764,12
AT;01027586-RC1;1;900676SBS52P100XSR;Vienna;1130;62000.0;EUR;1.0;2024-07-03T10:30:45.438Z;;2,00;1,05;0,16;764,12
AT;00802725-RC1;1;930081PS00085776M;Feldkirch;6800;137550.0;EUR;1.0;2024-01-13T12:43:41.532Z;;2,00;1,08;0,16;780,13
AT;00961922-RC1;1;6J01583SPY709500L;Wien;1180;177250.0;EUR;1.0;2024-05-26T17:58:56.222Z;;2,00;1,05;0,16;764,12
AT;01282464-RC1;1;K04449PK097692253;Salzburg;5020;73500.0;EUR;1.0;2025-02-23T10:59:15.708Z;;2,00;0,91;0,16;656,58
AT;00870657-RC1;1;K03613PK0725843012;Wien;Wien;35000.0;EUR;1.0;2024-03-07T15:25:54.096Z;;2,00;1,05;0,16;764,12
AT;00987908-RC1;1;810423AP0250190737;Stainz;8510;77500.0;EUR;1.0;2024-06-11T11:44:04.846Z;;2,00;0,82;0,16;596,71
AT;01253779-RC1;1;9412379999991000M;Wien;1180;154500.0;EUR;1.0;2025-02-02T22:22:53.163Z;;2,00;1,05;0,16;764,12
AT;01253779-RC1;1;9411389999991000U;Wien;1180;154500.0;EUR;1.0;2025-02-02T22:22:53.163Z;;2,00;1,05;0,16;764,12
AT;01282464-RC1;1;K04500PK100259083;Salzburg;5020;73500.0;EUR;1.0;2025-02-23T10:59:15.708Z;;2,00;0,91;0,16;656,58
AT;01220652-RC1;1;940797999999T8408;Bayerisch Gmain;83457;16100.0;EUR;1.0;2025-01-01T12:03:51.866Z;;2,00;0,89;0,16;647,17
AT;01253779-RC1;1;9408379999991089U;Wien;1180;154500.0;EUR;1.0;2025-02-02T22:22:53.163Z;;2,00;1,05;0,16;764,12
AT;01150839-RC1;1;6A04213DU300100044;Vienna;1010;169000.0;EUR;1.0;2024-10-30T12:51:08.532Z;;2,00;1,05;0,16;764,12
AT;01039826-RC1;1;6501093DR375921136;Purkersdorf;3002;74500.0;EUR;1.0;2024-07-16T05:42:03.489Z;;2,00;1,05;0,16;758,06
AT;00957634-RC1;1;6501093DR375921140;Purkersdorf;3002;228000.0;EUR;1.0;2024-05-22T05:14:20.765Z;;2,00;1,05;0,16;758,06
